id,gouvernorat_libelle,delegation_libelle,localite_libelle,latitude,longitude
1409,Sidi Bouzid,Menzel Bouzaiane,Cité El Amel,35.122000,9.568000
1410,Sidi Bouzid,Menzel Bouzaiane,Cité El Bassatine,35.124000,9.570000
1411,Sidi Bouzid,Menzel Bouzaiane,Cité Ennacim,35.126000,9.572000
1412,Sidi Bouzid,Menzel Bouzaiane,Cité Ezzouhour,35.128000,9.574000
1413,Sidi Bouzid,Menzel Bouzaiane,Cité Ennasr,35.130000,9.576000
1414,Sidi Bouzid,Menzel Bouzaiane,Cité Erriadh,35.132000,9.578000
1415,Sidi Bouzid,Menzel Bouzaiane,Cité Ettaamir,35.134000,9.580000
1416,Sidi Bouzid,Menzel Bouzaiane,Cité Ettaamine,35.136000,9.582000
1417,Sidi Bouzid,Menzel Bouzaiane,Cité El Khadra,35.138000,9.584000
1418,Sidi Bouzid,Ouled Haffouz,Cité El Amel,35.142000,9.588000
1419,Sidi Bouzid,Ouled Haffouz,Cité El Bassatine,35.144000,9.590000
1420,Sidi Bouzid,Ouled Haffouz,Cité Ennacim,35.146000,9.592000
1421,Sidi Bouzid,Ouled Haffouz,Cité Ezzouhour,35.148000,9.594000
1422,Sidi Bouzid,Ouled Haffouz,Cité Ennasr,35.150000,9.596000
1423,Sidi Bouzid,Ouled Haffouz,Cité Erriadh,35.152000,9.598000
1424,Sidi Bouzid,Ouled Haffouz,Cité Ettaamir,35.154000,9.600000
1425,Sidi Bouzid,Ouled Haffouz,Cité Ettaamine,35.156000,9.602000
1426,Sidi Bouzid,Regueb,Cité Ennasr,35.160000,9.606000
1427,Sidi Bouzid,Regueb,Cité Erriadh,35.162000,9.608000
1428,Sidi Bouzid,Regueb,Cité Ettaamir,35.164000,9.610000
1429,Sidi Bouzid,Regueb,Cité El Khadra,35.166000,9.612000
1430,Sidi Bouzid,Regueb,Cité Essalem,35.168000,9.614000
1431,Sidi Bouzid,Sidi Ali Ben Aoun,Cité Ennasr,35.172000,9.618000
1432,Sidi Bouzid,Sidi Ali Ben Aoun,Cité Erriadh,35.174000,9.620000
1433,Sidi Bouzid,Sidi Ali Ben Aoun,Cité Ettaamir,35.176000,9.622000
1434,Sidi Bouzid,Sidi Ali Ben Aoun,Cité El Khadra,35.178000,9.624000
1435,Sidi Bouzid,Sidi Ali Ben Aoun,Cité Essalem,35.180000,9.626000
1436,Sidi Bouzid,Souk Jedid,Cité Ennasr,35.184000,9.630000
1437,Sidi Bouzid,Souk Jedid,Cité Erriadh,35.186000,9.632000
1438,Sidi Bouzid,Souk Jedid,Cité Ettaamir,35.188000,9.634000
1439,Sidi Bouzid,Souk Jedid,Cité El Khadra,35.190000,9.636000
1440,Sidi Bouzid,Souk Jedid,Cité Essalem,35.192000,9.638000
1441,Sidi Bouzid,Jelma,Jelma,35.194000,9.640000
1442,Sidi Bouzid,Jelma,Cité Ennasr,35.196000,9.642000
1443,Sidi Bouzid,Jelma,Cité Erriadh,35.198000,9.644000
1444,Sidi Bouzid,Jelma,Cité Ettaamir,35.200000,9.646000
1445,Sidi Bouzid,Jelma,Cité El Khadra,35.202000,9.648000
1446,Sidi Bouzid,Jelma,Cité Essalem,35.204000,9.650000
1447,Sidi Bouzid,Mazzouna,Mazzouna,35.206000,9.652000
1448,Sidi Bouzid,Mazzouna,Cité Ennasr,35.208000,9.654000
1449,Sidi Bouzid,Mazzouna,Cité Erriadh,35.210000,9.656000
1450,Sidi Bouzid,Mazzouna,Cité Ettaamir,35.212000,9.658000
1451,Sidi Bouzid,Mazzouna,Cité El Khadra,35.214000,9.660000
1452,Sidi Bouzid,Mazzouna,Cité Essalem,35.216000,9.662000
1453,Sidi Bouzid,Nasrallah,Nasrallah,35.218000,9.664000
1454,Sidi Bouzid,Nasrallah,Cité Ennasr,35.220000,9.666000
1455,Sidi Bouzid,Nasrallah,Cité Erriadh,35.222000,9.668000
1456,Sidi Bouzid,Nasrallah,Cité Ettaamir,35.224000,9.670000
1457,Sidi Bouzid,Nasrallah,Cité El Khadra,35.226000,9.672000
1458,Sidi Bouzid,Nasrallah,Cité Essalem,35.228000,9.674000
1459,Sidi Bouzid,Oueslatia,Oueslatia,35.230000,9.676000
1460,Sidi Bouzid,Oueslatia,Cité Ennasr,35.232000,9.678000
1461,Sidi Bouzid,Oueslatia,Cité Erriadh,35.234000,9.680000
1462,Sidi Bouzid,Oueslatia,Cité Ettaamir,35.236000,9.682000
1463,Sidi Bouzid,Oueslatia,Cité El Khadra,35.238000,9.684000
1464,Sidi Bouzid,Oueslatia,Cité Essalem,35.240000,9.686000
1465,Zaghouan,Zaghouan,Zaghouan Ville,36.407000,10.142000
1466,Zaghouan,Zaghouan,Cité Ennasr,36.409000,10.144000
1467,Zaghouan,Zaghouan,Cité Erriadh,36.411000,10.146000
1468,Zaghouan,Zaghouan,Cité Ettaamir,36.413000,10.148000
1469,Zaghouan,Zaghouan,Cité El Khadra,36.415000,10.150000
1470,Zaghouan,Zaghouan,Cité Essalem,36.417000,10.152000
1471,Zaghouan,Fahs,Fahs,36.419000,10.154000
1472,Zaghouan,Fahs,Cité El Amel,36.421000,10.156000
1473,Zaghouan,Fahs,Cité El Bassatine,36.423000,10.158000
1474,Zaghouan,Fahs,Cité Ennacim,36.425000,10.160000
1475,Zaghouan,Fahs,Cité Ezzouhour,36.427000,10.162000
1476,Zaghouan,Fahs,Cité Ennasr,36.429000,10.164000
1477,Zaghouan,Fahs,Cité Erriadh,36.431000,10.166000
1478,Zaghouan,Fahs,Cité Ettaamir,36.433000,10.168000
1479,Zaghouan,Fahs,Cité Ettaamine,36.435000,10.170000
1480,Zaghouan,Nadhour,Nadhour,36.437000,10.172000
1481,Zaghouan,Nadhour,Cité Ennasr,36.439000,10.174000
1482,Zaghouan,Nadhour,Cité Erriadh,36.441000,10.176000
1483,Zaghouan,Nadhour,Cité Ettaamir,36.443000,10.178000
1484,Zaghouan,Nadhour,Cité El Khadra,36.445000,10.180000
1485,Zaghouan,Nadhour,Cité Essalem,36.447000,10.182000
1486,Zaghouan,Zriba,Zriba,36.449000,10.184000
1487,Zaghouan,Zriba,Cité El Amel,36.451000,10.186000
1488,Zaghouan,Zriba,Cité El Bassatine,36.453000,10.188000
1489,Zaghouan,Zriba,Cité Ennacim,36.455000,10.190000
1490,Zaghouan,Zriba,Cité Ezzouhour,36.457000,10.192000
1491,Zaghouan,Zriba,Cité Ennasr,36.459000,10.194000
1492,Zaghouan,Zriba,Cité Erriadh,36.461000,10.196000
1493,Zaghouan,Zriba,Cité Ettaamir,36.463000,10.198000
1494,Zaghouan,Zriba,Cité Ettaamine,36.465000,10.200000
1495,Zaghouan,Bir Mcherga,Bir Mcherga,36.467000,10.202000
1496,Zaghouan,Bir Mcherga,Cité Ennasr,36.469000,10.204000
1497,Zaghouan,Bir Mcherga,Cité Erriadh,36.471000,10.206000
1498,Zaghouan,Bir Mcherga,Cité Ettaamir,36.473000,10.208000
1499,Zaghouan,Bir Mcherga,Cité El Khadra,36.475000,10.210000
1500,Zaghouan,Bir Mcherga,Cité Essalem,36.477000,10.212000
1501,Zaghouan,Saouaf,Saouaf,36.479000,10.214000
1502,Zaghouan,Saouaf,Cité El Amel,36.481000,10.216000
1503,Zaghouan,Saouaf,Cité El Bassatine,36.483000,10.218000
1504,Zaghouan,Saouaf,Cité Ennacim,36.485000,10.220000
1505,Zaghouan,Saouaf,Cité Ezzouhour,36.487000,10.222000
1506,Zaghouan,Saouaf,Cité Ennasr,36.489000,10.224000
1507,Zaghouan,Saouaf,Cité Erriadh,36.491000,10.226000
1508,Zaghouan,Saouaf,Cité Ettaamir,36.493000,10.228000
1509,Zaghouan,Saouaf,Cité Ettaamine,36.495000,10.230000
1510,Zaghouan,Djebel Oust,Djebel Oust,36.497000,10.232000
1511,Zaghouan,Djebel Oust,Cité El Amel,36.499000,10.234000
1512,Zaghouan,Djebel Oust,Cité El Bassatine,36.501000,10.236000
1513,Zaghouan,Djebel Oust,Cité Ennacim,36.503000,10.238000
1514,Zaghouan,Djebel Oust,Cité Ezzouhour,36.505000,10.240000
1515,Zaghouan,Djebel Oust,Cité Ennasr,36.507000,10.242000
1516,Zaghouan,Djebel Oust,Cité Erriadh,36.509000,10.244000
1517,Zaghouan,Djebel Oust,Cité Ettaamir,36.511000,10.246000
1518,Zaghouan,Djebel Oust,Cité Ettaamine,36.513000,10.248000
1519,Zaghouan,El Fahs,El Fahs,36.515000,10.250000
1520,Zaghouan,El Fahs,Cité El Amel,36.517000,10.252000
1521,Zaghouan,El Fahs,Cité El Bassatine,36.519000,10.254000
1522,Zaghouan,El Fahs,Cité Ennacim,36.521000,10.256000
1523,Zaghouan,El Fahs,Cité Ezzouhour,36.523000,10.258000
1524,Zaghouan,El Fahs,Cité Ennasr,36.525000,10.260000
1525,Zaghouan,El Fahs,Cité Erriadh,36.527000,10.262000
1526,Zaghouan,El Fahs,Cité Ettaamir,36.529000,10.264000
1527,Zaghouan,El Fahs,Cité Ettaamine,36.531000,10.266000
1528,Zaghouan,Bir El Hfey,Bir El Hfey,36.533000,10.268000
1529,Zaghouan,Bir El Hfey,Cité El Amel,36.535000,10.270000
1530,Zaghouan,Bir El Hfey,Cité El Bassatine,36.537000,10.272000
1531,Zaghouan,Bir El Hfey,Cité Ennacim,36.539000,10.274000
1532,Zaghouan,Bir El Hfey,Cité Ezzouhour,36.541000,10.276000
1533,Zaghouan,Bir El Hfey,Cité Ennasr,36.543000,10.278000
1534,Zaghouan,Bir El Hfey,Cité Erriadh,36.545000,10.280000
1535,Zaghouan,Bir El Hfey,Cité Ettaamir,36.547000,10.282000
1536,Zaghouan,Bir El Hfey,Cité Ettaamine,36.549000,10.284000
1537,Tozeur,Tozeur,Tozeur Ville,33.919700,8.133500
1538,Tozeur,Tozeur,Cité Ennasr,33.921000,8.135800
1539,Tozeur,Tozeur,Cité Erriadh,33.923100,8.138100
1540,Tozeur,Tozeur,Cité Ettaamir,33.925200,8.140400
1541,Tozeur,Tozeur,Cité El Khadra,33.927300,8.142700
1542,Tozeur,Tozeur,Cité Essalem,33.929400,8.145000
1543,Tozeur,Nefta,Nefta,33.931500,8.147300
1544,Tozeur,Nefta,Cité El Amel,33.933600,8.149600
1545,Tozeur,Nefta,Cité El Bassatine,33.935700,8.151900
1546,Tozeur,Nefta,Cité Ennacim,33.937800,8.154200
1547,Tozeur,Nefta,Cité Ezzouhour,33.939900,8.156500
1548,Tozeur,Nefta,Cité Ennasr,33.942000,8.158800
1549,Tozeur,Nefta,Cité Erriadh,33.944100,8.161100
1550,Tozeur,Nefta,Cité Ettaamir,33.946200,8.163400
1551,Tozeur,Nefta,Cité Ettaamine,33.948300,8.165700
1552,Tozeur,Degache,Degache,33.950400,8.168000
1553,Tozeur,Degache,Cité Ennasr,33.952500,8.170300
1554,Tozeur,Degache,Cité Erriadh,33.954600,8.172600
1555,Tozeur,Degache,Cité Ettaamir,33.956700,8.174900
1556,Tozeur,Degache,Cité El Khadra,33.958800,8.177200
1557,Tozeur,Degache,Cité Essalem,33.960900,8.179500
1558,Tozeur,Tameghza,Tameghza,33.963000,8.181800
1559,Tozeur,Tameghza,Cité El Amel,33.965100,8.184100
1560,Tozeur,Tameghza,Cité El Bassatine,33.967200,8.186400
1561,Tozeur,Tameghza,Cité Ennacim,33.969300,8.188700
1562,Tozeur,Tameghza,Cité Ezzouhour,33.971400,8.191000
1563,Tozeur,Tameghza,Cité Ennasr,33.973500,8.193300
1564,Tozeur,Tameghza,Cité Erriadh,33.975600,8.195600
1565,Tozeur,Tameghza,Cité Ettaamir,33.977700,8.197900
1566,Tozeur,Tameghza,Cité Ettaamine,33.979800,8.200200
1567,Tozeur,Hazoua,Hazoua,33.981900,8.202500
1568,Tozeur,Hazoua,Cité Ennasr,33.984000,8.204800
1569,Tozeur,Hazoua,Cité Erriadh,33.986100,8.207100
1570,Tozeur,Hazoua,Cité Ettaamir,33.988200,8.209400
1571,Tozeur,Hazoua,Cité El Khadra,33.990300,8.211700
1572,Tozeur,Hazoua,Cité Essalem,33.992400,8.214000
1573,Tataouine,Tataouine Nord,Tataouine Ville,32.929400,10.451800
1574,Tataouine,Tataouine Nord,Cité Ennasr,32.931500,10.454100
1575,Tataouine,Tataouine Nord,Cité Erriadh,32.933600,10.456400
1576,Tataouine,Tataouine Nord,Cité Ettaamir,32.935700,10.458700
1577,Tataouine,Tataouine Nord,Cité El Khadra,32.937800,10.461000
1578,Tataouine,Tataouine Nord,Cité Essalem,32.939900,10.463300
1579,Tataouine,Tataouine Sud,Cité Ennasr,32.942000,10.465600
1580,Tataouine,Tataouine Sud,Cité Erriadh,32.944100,10.467900
1581,Tataouine,Tataouine Sud,Cité Ettaamir,32.946200,10.470200
1582,Tataouine,Tataouine Sud,Cité El Khadra,32.948300,10.472500
1583,Tataouine,Tataouine Sud,Cité Essalem,32.950400,10.474800
1584,Tataouine,Ghomrassen,Ghomrassen,32.952500,10.477100
1585,Tataouine,Ghomrassen,Cité El Amel,32.954600,10.479400
1586,Tataouine,Ghomrassen,Cité El Bassatine,32.956700,10.481700
1587,Tataouine,Ghomrassen,Cité Ennacim,32.958800,10.484000
1588,Tataouine,Ghomrassen,Cité Ezzouhour,32.960900,10.486300
1589,Tataouine,Ghomrassen,Cité Ennasr,32.963000,10.488600
1590,Tataouine,Ghomrassen,Cité Erriadh,32.965100,10.490900
1591,Tataouine,Ghomrassen,Cité Ettaamir,32.967200,10.493200
1592,Tataouine,Ghomrassen,Cité Ettaamine,32.969300,10.495500
1593,Tataouine,Dehiba,Dehiba,32.971400,10.497800
1594,Tataouine,Dehiba,Cité Ennasr,32.973500,10.500100
1595,Tataouine,Dehiba,Cité Erriadh,32.975600,10.502400
1596,Tataouine,Dehiba,Cité Ettaamir,32.977700,10.504700
1597,Tataouine,Dehiba,Cité El Khadra,32.979800,10.507000
1598,Tataouine,Dehiba,Cité Essalem,32.981900,10.509300
1599,Tataouine,Bir Lahmar,Bir Lahmar,32.984000,10.511600
1600,Tataouine,Bir Lahmar,Cité Ennasr,32.986100,10.513900
1601,Tataouine,Bir Lahmar,Cité Erriadh,32.988200,10.516200
1602,Tataouine,Bir Lahmar,Cité Ettaamir,32.990300,10.518500
1603,Tataouine,Bir Lahmar,Cité El Khadra,32.992400,10.520800
1604,Tataouine,Bir Lahmar,Cité Essalem,32.994500,10.523100
1605,Tataouine,Smâr,Smâr,32.996600,10.525400
1606,Tataouine,Smâr,Cité Ennasr,32.998700,10.527700
1607,Tataouine,Smâr,Cité Erriadh,33.000800,10.530000
1608,Tataouine,Smâr,Cité Ettaamir,33.002900,10.532300
1609,Tataouine,Smâr,Cité El Khadra,33.005000,10.534600
1610,Tataouine,Smâr,Cité Essalem,33.007100,10.536900
1611,Gafsa,Gafsa Nord,Gafsa Ville,34.425000,8.784000
1612,Gafsa,Gafsa Nord,Cité Ennasr,34.427000,8.786000
1613,Gafsa,Gafsa Nord,Cité Erriadh,34.429000,8.788000
1614,Gafsa,Gafsa Nord,Cité Ettaamir,34.431000,8.790000
1615,Gafsa,Gafsa Nord,Cité El Khadra,34.433000,8.792000
1616,Gafsa,Gafsa Nord,Cité Essalem,34.435000,8.794000
1617,Gafsa,Gafsa Sud,Cité Ennasr,34.437000,8.796000
1618,Gafsa,Gafsa Sud,Cité Erriadh,34.439000,8.798000
1619,Gafsa,Gafsa Sud,Cité Ettaamir,34.441000,8.800000
1620,Gafsa,Gafsa Sud,Cité El Khadra,34.443000,8.802000
1621,Gafsa,Gafsa Sud,Cité Essalem,34.445000,8.804000
1622,Gafsa,Métlaoui,Métlaoui,34.447000,8.806000
1623,Gafsa,Métlaoui,Cité El Amel,34.449000,8.808000
1624,Gafsa,Métlaoui,Cité El Bassatine,34.451000,8.810000
1625,Gafsa,Métlaoui,Cité Ennacim,34.453000,8.812000
1626,Gafsa,Métlaoui,Cité Ezzouhour,34.455000,8.814000
1627,Gafsa,Métlaoui,Cité Ennasr,34.457000,8.816000
1628,Gafsa,Métlaoui,Cité Erriadh,34.459000,8.818000
1629,Gafsa,Métlaoui,Cité Ettaamir,34.461000,8.820000
1630,Gafsa,Métlaoui,Cité Ettaamine,34.463000,8.822000
1631,Gafsa,Moularès,Moularès,34.465000,8.824000
1632,Gafsa,Moularès,Cité Ennasr,34.467000,8.826000
1633,Gafsa,Moularès,Cité Erriadh,34.469000,8.828000
1634,Gafsa,Moularès,Cité Ettaamir,34.471000,8.830000
1635,Gafsa,Moularès,Cité El Khadra,34.473000,8.832000
1636,Gafsa,Moularès,Cité Essalem,34.475000,8.834000
1637,Gafsa,Redeyef,Redeyef,34.477000,8.836000
1638,Gafsa,Redeyef,Cité Ennasr,34.479000,8.838000
1639,Gafsa,Redeyef,Cité Erriadh,34.481000,8.840000
1640,Gafsa,Redeyef,Cité Ettaamir,34.483000,8.842000
1641,Gafsa,Redeyef,Cité El Khadra,34.485000,8.844000
1642,Gafsa,Redeyef,Cité Essalem,34.487000,8.846000
1643,Gafsa,Sened,Sened,34.489000,8.848000
1644,Gafsa,Sened,Cité Ennasr,34.491000,8.850000
1645,Gafsa,Sened,Cité Erriadh,34.493000,8.852000
1646,Gafsa,Sened,Cité Ettaamir,34.495000,8.854000
1647,Gafsa,Sened,Cité El Khadra,34.497000,8.856000
1648,Gafsa,Sened,Cité Essalem,34.499000,8.858000
1649,Gafsa,El Guettar,El Guettar,34.501000,8.860000
1650,Gafsa,El Guettar,Cité Ennasr,34.503000,8.862000
1651,Gafsa,El Guettar,Cité Erriadh,34.505000,8.864000
1652,Gafsa,El Guettar,Cité Ettaamir,34.507000,8.866000
1653,Gafsa,El Guettar,Cité El Khadra,34.509000,8.868000
1654,Gafsa,El Guettar,Cité Essalem,34.511000,8.870000
1655,Gafsa,El Ksar,El Ksar,34.513000,8.872000
1656,Gafsa,El Ksar,Cité Ennasr,34.515000,8.874000
1657,Gafsa,El Ksar,Cité Erriadh,34.517000,8.876000
1658,Gafsa,El Ksar,Cité Ettaamir,34.519000,8.878000
1659,Gafsa,El Ksar,Cité El Khadra,34.521000,8.880000
1660,Gafsa,El Ksar,Cité Essalem,34.523000,8.882000
1661,Kasserine,Kasserine Nord,Kasserine Ville,35.172000,8.830000
1662,Kasserine,Kasserine Nord,Cité Ennasr,35.174000,8.832000
1663,Kasserine,Kasserine Nord,Cité Erriadh,35.176000,8.834000
1664,Kasserine,Kasserine Nord,Cité Ettaamir,35.178000,8.836000
1665,Kasserine,Kasserine Nord,Cité El Khadra,35.180000,8.838000
1666,Kasserine,Kasserine Nord,Cité Essalem,35.182000,8.840000
1667,Kasserine,Kasserine Sud,Cité Ennasr,35.184000,8.842000
1668,Kasserine,Kasserine Sud,Cité Erriadh,35.186000,8.844000
1669,Kasserine,Kasserine Sud,Cité Ettaamir,35.188000,8.846000
1670,Kasserine,Kasserine Sud,Cité El Khadra,35.190000,8.848000
1671,Kasserine,Kasserine Sud,Cité Essalem,35.192000,8.850000
1672,Kasserine,Sbiba,Sbiba,35.194000,8.852000
1673,Kasserine,Sbiba,Cité El Amel,35.196000,8.854000
1674,Kasserine,Sbiba,Cité El Bassatine,35.198000,8.856000
1675,Kasserine,Sbiba,Cité Ennacim,35.200000,8.858000
1676,Kasserine,Sbiba,Cité Ezzouhour,35.202000,8.860000
1677,Kasserine,Sbiba,Cité Ennasr,35.204000,8.862000
1678,Kasserine,Sbiba,Cité Erriadh,35.206000,8.864000
1679,Kasserine,Sbiba,Cité Ettaamir,35.208000,8.866000
1680,Kasserine,Sbiba,Cité Ettaamine,35.210000,8.868000
1681,Kasserine,Sbeitla,Sbeitla,35.212000,8.870000
1682,Kasserine,Sbeitla,Cité Ennasr,35.214000,8.872000
1683,Kasserine,Sbeitla,Cité Erriadh,35.216000,8.874000
1684,Kasserine,Sbeitla,Cité Ettaamir,35.218000,8.876000
1685,Kasserine,Sbeitla,Cité El Khadra,35.220000,8.878000
1686,Kasserine,Sbeitla,Cité Essalem,35.222000,8.880000
1687,Kasserine,Foussana,Foussana,35.224000,8.882000
1688,Kasserine,Foussana,Cité Ennasr,35.226000,8.884000
1689,Kasserine,Foussana,Cité Erriadh,35.228000,8.886000
1690,Kasserine,Foussana,Cité Ettaamir,35.230000,8.888000
1691,Kasserine,Foussana,Cité El Khadra,35.232000,8.890000
1692,Kasserine,Foussana,Cité Essalem,35.234000,8.892000
1693,Kasserine,Feriana,Feriana,35.236000,8.894000
1694,Kasserine,Feriana,Cité Ennasr,35.238000,8.896000
1695,Kasserine,Feriana,Cité Erriadh,35.240000,8.898000
1696,Kasserine,Feriana,Cité Ettaamir,35.242000,8.900000
1697,Kasserine,Feriana,Cité El Khadra,35.244000,8.902000
1698,Kasserine,Feriana,Cité Essalem,35.246000,8.904000
1699,Kasserine,Thala,Thala,35.248000,8.906000
1700,Kasserine,Thala,Cité Ennasr,35.250000,8.908000
1701,Kasserine,Thala,Cité Erriadh,35.252000,8.910000
1702,Kasserine,Thala,Cité Ettaamir,35.254000,8.912000
1703,Kasserine,Thala,Cité El Khadra,35.256000,8.914000
1704,Kasserine,Thala,Cité Essalem,35.258000,8.916000
1705,Kasserine,Jedelienne,Jedelienne,35.260000,8.918000
1706,Kasserine,Jedelienne,Cité Ennasr,35.262000,8.920000
1707,Kasserine,Jedelienne,Cité Erriadh,35.264000,8.922000
1708,Kasserine,Jedelienne,Cité Ettaamir,35.266000,8.924000
1709,Kasserine,Jedelienne,Cité El Khadra,35.268000,8.926000
1710,Kasserine,Jedelienne,Cité Essalem,35.270000,8.928000
1711,Kasserine,Saidane,Saidane,35.272000,8.930000
1712,Kasserine,Saidane,Cité Ennasr,35.274000,8.932000
1713,Kasserine,Saidane,Cité Erriadh,35.276000,8.934000
1714,Kasserine,Saidane,Cité Ettaamir,35.278000,8.936000
1715,Kasserine,Saidane,Cité El Khadra,35.280000,8.938000
1716,Kasserine,Saidane,Cité Essalem,35.282000,8.940000
1717,Kasserine,Hassi El Ferid,Hassi El Ferid,35.284000,8.942000
1718,Kasserine,Hassi El Ferid,Cité Erriadh,35.288000,8.946000
1719,Kasserine,Hassi El Ferid,Cité Ettaamir,35.290000,8.948000
1720,Kasserine,Hassi El Ferid,Cité El Khadra,35.292000,8.950000
1721,Kasserine,Hassi El Ferid,Cité Essalem,35.294000,8.952000
1722,Kasserine,Hassi El Ferid,Cité Ennasr,35.296000,8.954000
1723,Kasserine,Majel Bel Abbès,Majel Bel Abbès,35.298000,8.956000
1724,Kasserine,Majel Bel Abbès,Cité Ennasr,35.300000,8.958000
1725,Kasserine,Majel Bel Abbès,Cité Erriadh,35.302000,8.960000
1726,Kasserine,Majel Bel Abbès,Cité Ettaamir,35.304000,8.962000
1727,Kasserine,Majel Bel Abbès,Cité El Khadra,35.306000,8.964000
1728,Kasserine,Majel Bel Abbès,Cité Essalem,35.308000,8.966000
